# Monte Carlo Risk Analyzer – Results Export
# Generated  : 2026.05.05 20:19:19
# Input file : trades.csv
# Simulations: 1000
# Trades     : 1477
# Init Equity: $5000.00
# Commission : disabled
#
Step,P5_Equity,P25_Equity,P50_Equity,P75_Equity,P95_Equity
1020,6531.32,7863.21,8673.71,9576.88,10764.28
1021,6523.39,7839.76,8698.24,9572.31,10785.03
1022,6502.43,7850.69,8710.58,9588.03,10778.10
1023,6515.46,7873.33,8707.43,9577.72,10817.23
1024,6526.02,7871.78,8710.40,9593.36,10831.14
1025,6524.24,7874.68,8709.03,9590.64,10853.04
1026,6558.22,7873.79,8701.68,9592.76,10824.73
1027,6551.56,7872.87,8711.20,9598.97,10862.97
1028,6537.93,7891.65,8717.74,9609.96,10848.03
1029,6525.01,7882.89,8709.12,9624.20,10880.93
1030,6540.65,7895.35,8715.19,9628.20,10893.76
1031,6547.59,7876.01,8736.48,9623.86,10883.91
1032,6587.95,7903.40,8725.76,9610.98,10860.83
1033,6569.06,7901.00,8734.69,9629.18,10872.12
1034,6580.97,7903.04,8769.21,9616.05,10878.57
1035,6563.35,7885.38,8773.89,9631.37,10886.86
1036,6602.35,7899.50,8777.14,9627.51,10890.49
1037,6638.36,7890.02,8754.74,9621.23,10898.15
1038,6612.03,7888.92,8748.50,9620.56,10915.05
1039,6623.58,7894.43,8745.35,9619.56,10897.61
1040,6604.58,7885.98,8749.32,9611.16,10882.10
1041,6607.60,7891.09,8744.96,9623.51,10902.73
1042,6591.38,7901.39,8762.26,9648.60,10947.69
1043,6628.52,7906.91,8773.41,9659.53,10976.42
1044,6643.97,7899.35,8783.50,9652.22,10953.46
1045,6650.34,7917.28,8793.17,9646.66,10979.05
1046,6666.46,7900.48,8778.15,9662.99,11015.86
1047,6653.26,7920.76,8788.12,9686.53,10991.51
1048,6667.87,7899.79,8784.53,9712.25,11015.10
1049,6670.84,7933.06,8796.85,9696.35,10987.39
1050,6681.27,7919.45,8824.31,9696.16,10986.05
1051,6678.26,7927.59,8826.72,9705.64,11025.06
1052,6656.34,7918.22,8812.35,9696.65,11008.07
1053,6630.00,7926.49,8814.75,9706.93,11029.55
1054,6635.38,7924.67,8805.66,9719.45,11062.89
1055,6636.03,7931.22,8820.63,9728.70,11036.01
1056,6642.88,7928.74,8819.36,9726.64,11025.71
1057,6664.22,7932.35,8819.81,9745.86,11040.87
1058,6680.73,7946.44,8830.91,9745.53,11006.31
1059,6679.36,7929.81,8828.66,9733.10,11032.70
1060,6711.71,7947.72,8828.49,9735.21,11030.44
1061,6693.29,7959.05,8837.52,9731.15,11021.57
1062,6716.05,7953.46,8832.82,9743.29,11033.47
1063,6723.71,7979.55,8851.70,9755.31,11059.19
1064,6713.25,7983.37,8847.47,9749.20,11056.47
1065,6694.22,7974.60,8853.83,9770.72,11043.48
1066,6673.84,7975.92,8840.47,9763.08,11055.46
1067,6687.39,7976.89,8849.81,9769.84,11054.80
1068,6676.34,7982.71,8867.08,9763.86,11068.26
1069,6653.95,7981.19,8873.73,9765.52,11063.10
1070,6664.06,7990.17,8889.93,9767.61,11055.95
1071,6681.12,7997.74,8909.95,9763.52,11068.00
1072,6672.51,8010.04,8893.68,9787.55,11092.51
1073,6652.43,8008.55,8904.25,9802.31,11103.68
1074,6643.75,8014.87,8906.25,9789.69,11098.42
1075,6650.08,8011.18,8925.59,9782.54,11127.02
1076,6668.72,8018.63,8915.84,9802.98,11101.62
1077,6682.62,8029.93,8929.93,9792.77,11138.92
1078,6667.14,8034.05,8929.23,9802.16,11132.44
1079,6648.97,8053.38,8941.58,9802.85,11127.60
1080,6657.49,8058.58,8946.65,9809.02,11130.82
1081,6677.46,8057.63,8940.83,9825.55,11168.08
1082,6679.42,8042.08,8944.22,9820.54,11133.43
1083,6689.87,8060.13,8944.20,9822.32,11128.18
1084,6673.83,8067.72,8974.81,9835.92,11138.50
1085,6678.43,8051.38,8979.77,9830.69,11113.53
1086,6710.01,8056.21,8991.03,9835.21,11121.34
1087,6690.22,8042.10,8986.38,9843.29,11112.71
1088,6713.53,8070.19,8983.29,9834.07,11124.33
1089,6709.72,8077.14,8981.62,9861.46,11112.54
1090,6690.76,8087.09,8982.21,9866.02,11090.13
1091,6711.39,8077.82,8990.86,9870.41,11104.06
1092,6719.29,8098.22,9007.24,9863.14,11137.61
1093,6738.79,8095.89,9006.22,9867.40,11097.93
1094,6702.86,8091.48,8997.84,9884.40,11104.42
1095,6693.47,8105.82,9007.89,9905.56,11124.79
1096,6724.89,8098.49,9011.12,9901.01,11126.28
1097,6724.18,8117.70,9029.52,9911.55,11123.53
1098,6720.00,8106.67,9028.60,9914.21,11164.58
1099,6742.61,8133.85,9050.20,9905.49,11192.08
1100,6752.76,8135.62,9031.29,9924.48,11188.53
1101,6734.90,8129.66,9036.81,9902.03,11148.25
1102,6741.08,8145.04,9039.46,9914.41,11154.68
1103,6779.63,8142.52,9052.10,9922.97,11144.70
1104,6796.65,8151.22,9039.75,9934.30,11138.57
1105,6760.56,8144.56,9042.30,9930.29,11142.83
1106,6798.63,8169.34,9063.62,9938.30,11171.58
1107,6776.39,8170.31,9053.20,9942.21,11130.88
1108,6753.70,8150.01,9069.84,9956.75,11161.21
1109,6780.25,8171.77,9078.46,9973.11,11141.46
1110,6795.52,8152.65,9089.54,9958.98,11169.08
1111,6807.95,8169.08,9075.18,9935.09,11195.80
1112,6828.33,8175.30,9074.66,9952.30,11224.43
1113,6815.53,8169.67,9092.51,9973.43,11254.31
1114,6828.69,8185.59,9086.45,9958.11,11228.67
1115,6838.57,8185.27,9086.30,9970.87,11211.93
1116,6821.60,8186.15,9105.41,9982.26,11217.28
1117,6795.70,8174.87,9095.92,9981.45,11208.53
1118,6810.17,8162.96,9113.89,9979.09,11230.35
1119,6800.54,8171.63,9109.81,9999.16,11269.82
1120,6807.18,8188.02,9112.80,10006.73,11242.43
1121,6846.13,8203.42,9124.71,10005.29,11266.77
1122,6878.92,8184.86,9137.31,10011.10,11258.08
1123,6863.23,8185.96,9142.37,10031.06,11229.68
1124,6877.94,8195.32,9144.61,10000.45,11255.75
1125,6873.59,8217.60,9163.64,10005.87,11232.04
1126,6866.89,8222.60,9155.97,10012.07,11224.78
1127,6851.47,8209.17,9166.01,10009.00,11266.67
1128,6879.35,8212.03,9154.85,10007.43,11262.21
1129,6847.82,8201.25,9159.96,10000.17,11252.89
1130,6876.57,8228.55,9153.73,10014.92,11277.30
1131,6902.87,8235.73,9178.47,10024.06,11303.82
1132,6886.36,8233.71,9182.01,10014.69,11341.25
1133,6906.28,8246.37,9176.24,10029.35,11350.03
1134,6944.53,8232.32,9199.20,10043.25,11337.68
1135,6912.61,8220.22,9197.02,10013.70,11333.03
1136,6905.00,8236.12,9184.95,10046.84,11333.11
1137,6927.88,8221.93,9196.01,10061.72,11332.84
1138,6913.91,8231.35,9196.16,10055.87,11331.19
1139,6926.59,8232.64,9190.61,10066.32,11335.89
1140,6885.73,8249.27,9201.79,10043.15,11312.69
1141,6924.37,8250.36,9217.03,10058.62,11321.69
1142,6949.79,8244.66,9203.08,10059.91,11340.63
1143,6935.03,8258.66,9219.56,10063.36,11353.32
1144,6962.76,8250.76,9201.24,10055.52,11351.14
1145,6937.42,8264.37,9213.23,10076.60,11372.55
1146,6942.41,8264.64,9211.54,10059.77,11383.40
1147,6936.59,8254.91,9234.02,10043.34,11400.05
1148,6964.70,8262.91,9223.58,10068.35,11413.05
1149,6998.71,8268.09,9242.64,10056.95,11399.78
1150,6967.46,8259.03,9255.82,10037.50,11409.78
1151,6943.78,8258.38,9236.80,10052.89,11402.48
1152,6955.04,8275.69,9258.98,10088.04,11438.69
1153,6981.29,8292.72,9246.13,10086.03,11449.87
1154,7012.94,8288.70,9246.87,10106.03,11450.65
1155,7009.57,8294.14,9241.83,10095.94,11442.80
1156,6982.45,8273.98,9235.64,10109.91,11476.95
1157,6950.41,8304.33,9240.64,10105.80,11516.17
1158,6958.26,8288.22,9240.21,10118.77,11514.36
1159,6993.26,8311.88,9224.24,10117.68,11522.94
1160,7017.04,8290.89,9242.26,10141.73,11550.81
1161,6979.27,8308.46,9264.80,10144.70,11538.47
1162,6984.39,8313.06,9259.62,10156.66,11525.58
1163,6979.82,8313.99,9264.71,10150.11,11511.79
1164,7016.85,8311.93,9265.09,10156.48,11535.73
1165,7030.46,8291.82,9270.57,10160.87,11493.94
1166,7018.50,8284.07,9270.95,10173.69,11509.31
1167,7032.96,8304.02,9288.72,10194.06,11539.36
1168,7038.70,8321.87,9287.23,10193.02,11541.77
1169,7011.05,8302.70,9301.10,10178.98,11551.15
1170,7035.35,8329.85,9315.00,10193.84,11544.51
1171,6994.80,8311.47,9307.16,10171.20,11564.09
1172,7010.06,8342.59,9340.61,10194.65,11550.02
1173,7023.38,8355.77,9314.45,10188.73,11586.54
1174,7023.24,8350.61,9322.42,10193.88,11575.03
1175,7037.21,8356.32,9310.47,10192.56,11578.78
1176,7007.72,8363.44,9330.55,10213.76,11566.27
1177,7017.50,8365.47,9317.21,10218.76,11526.48
1178,6998.33,8347.10,9311.32,10208.36,11525.54
1179,7001.50,8350.63,9329.37,10226.40,11547.29
1180,6985.24,8342.72,9337.81,10228.46,11530.32
1181,7000.08,8354.53,9330.06,10227.83,11564.77
1182,6994.20,8342.72,9328.43,10232.44,11551.14
1183,7010.12,8355.46,9341.26,10230.57,11526.79
1184,6995.88,8350.20,9339.66,10245.45,11549.17
1185,7019.07,8367.06,9349.72,10249.94,11568.64
1186,7057.50,8377.82,9371.54,10263.94,11570.64
1187,7088.78,8381.12,9351.59,10292.72,11536.84
1188,7050.91,8400.44,9382.61,10275.50,11577.84
1189,7074.98,8406.05,9367.33,10288.83,11570.95
1190,7101.02,8416.11,9380.34,10289.89,11577.25
1191,7073.36,8422.76,9368.05,10300.35,11612.07
1192,7102.39,8413.66,9377.53,10285.36,11609.96
1193,7075.16,8426.18,9371.35,10303.27,11624.13
1194,7084.87,8412.87,9392.22,10287.58,11595.91
1195,7068.11,8411.08,9378.57,10269.42,11583.43
1196,7042.68,8421.21,9388.45,10269.77,11594.28
1197,7074.96,8416.25,9399.55,10279.48,11604.93
1198,7088.06,8425.50,9402.53,10276.03,11619.75
1199,7106.41,8408.40,9402.49,10288.98,11616.87
1200,7105.65,8401.83,9407.19,10290.49,11608.77
1201,7105.52,8431.46,9404.56,10293.17,11612.75
1202,7103.56,8440.44,9423.17,10269.25,11610.36
1203,7100.18,8449.34,9439.19,10271.71,11599.54
1204,7116.96,8440.73,9429.09,10281.28,11632.59
1205,7138.03,8451.30,9429.62,10294.03,11629.05
1206,7135.08,8448.81,9426.64,10291.03,11651.27
1207,7136.53,8456.56,9439.00,10299.61,11677.37
1208,7167.60,8458.42,9435.81,10308.17,11680.77
1209,7152.32,8439.88,9436.90,10319.15,11678.17
1210,7160.87,8451.78,9439.50,10324.42,11677.53
1211,7149.33,8475.41,9460.84,10346.87,11678.04
1212,7175.89,8485.23,9432.92,10327.15,11676.02
1213,7194.53,8480.56,9428.31,10331.46,11675.30
1214,7185.32,8465.51,9439.46,10328.85,11702.86
1215,7176.01,8465.35,9437.38,10347.85,11714.61
1216,7166.75,8472.81,9430.40,10367.42,11703.15
1217,7176.24,8487.11,9445.97,10363.58,11692.93
1218,7176.02,8502.53,9459.97,10373.05,11708.86
1219,7191.46,8517.76,9469.12,10376.97,11744.56
1220,7212.41,8494.64,9482.08,10381.42,11764.95
1221,7215.15,8497.68,9472.28,10360.88,11723.72
1222,7210.72,8490.46,9474.65,10366.78,11724.91
1223,7214.15,8504.46,9503.30,10367.86,11747.98
1224,7249.09,8479.46,9495.10,10388.87,11731.67
1225,7214.27,8475.32,9492.01,10378.85,11745.25
1226,7234.12,8482.66,9500.38,10392.92,11778.16
1227,7266.27,8515.09,9506.43,10379.92,11767.15
1228,7251.31,8486.57,9508.46,10386.07,11793.83
1229,7267.23,8521.44,9527.35,10396.72,11814.99
1230,7276.45,8504.47,9530.38,10417.86,11834.27
1231,7277.88,8526.78,9527.81,10406.53,11807.27
1232,7256.68,8537.79,9528.04,10418.67,11839.09
1233,7275.14,8524.44,9526.20,10435.63,11812.46
1234,7278.87,8533.76,9518.75,10431.16,11814.47
1235,7275.79,8547.26,9516.74,10456.93,11809.67
1236,7300.03,8552.79,9523.26,10457.66,11842.15
1237,7320.25,8547.81,9539.76,10452.87,11870.40
1238,7309.75,8557.17,9543.43,10471.66,11849.18
1239,7296.13,8581.24,9529.58,10478.75,11874.85
1240,7300.73,8578.03,9551.30,10467.53,11873.96
1241,7295.43,8581.32,9575.43,10485.58,11888.11
1242,7320.71,8572.49,9555.42,10469.39,11859.58
1243,7344.27,8579.55,9568.74,10476.86,11884.09
1244,7374.98,8582.35,9573.04,10486.73,11859.67
1245,7341.23,8601.23,9584.35,10463.91,11884.25
1246,7349.86,8621.17,9571.41,10460.98,11887.54
1247,7340.32,8603.21,9583.00,10475.49,11898.81
1248,7364.09,8603.71,9602.77,10481.03,11911.36
1249,7357.45,8605.30,9608.09,10487.25,11911.82
1250,7388.17,8608.92,9622.73,10476.60,11913.99
1251,7422.39,8629.23,9621.37,10492.77,11913.35
1252,7394.07,8622.98,9625.99,10491.13,11936.64
1253,7403.34,8629.14,9645.62,10495.54,11931.67
1254,7408.33,8645.44,9635.85,10500.73,11936.03
1255,7412.79,8645.32,9644.31,10509.29,11912.16
1256,7412.73,8648.35,9645.04,10511.47,11952.55
1257,7409.64,8631.30,9654.68,10502.03,11914.21
1258,7438.99,8639.22,9665.38,10528.58,11946.35
1259,7479.06,8633.71,9671.26,10549.11,11941.25
1260,7451.56,8639.35,9675.82,10528.68,11927.87
1261,7471.33,8640.83,9682.70,10552.87,11918.66
1262,7462.07,8651.78,9699.08,10546.47,11949.18
1263,7462.37,8637.54,9695.50,10562.33,11918.86
1264,7439.25,8639.48,9699.49,10585.33,11953.25
1265,7460.78,8636.23,9690.26,10570.74,11988.59
1266,7436.52,8622.59,9690.96,10596.01,12003.74
1267,7467.05,8630.31,9682.05,10574.63,12006.24
1268,7437.11,8643.47,9693.47,10572.24,12023.85
1269,7410.95,8646.49,9687.39,10571.56,12030.04
1270,7449.47,8644.68,9698.49,10562.33,12024.44
1271,7454.52,8667.89,9697.95,10565.64,12040.19
1272,7450.69,8666.71,9707.48,10567.81,12032.12
1273,7454.55,8670.46,9712.74,10550.24,12037.51
1274,7446.17,8662.20,9711.74,10580.14,12041.00
1275,7450.10,8667.09,9700.38,10566.57,12029.57
1276,7452.54,8692.78,9715.65,10589.68,12055.07
1277,7463.15,8688.63,9742.31,10589.78,12033.92
1278,7441.73,8677.38,9736.90,10595.30,12063.38
1279,7459.26,8683.56,9735.50,10607.73,12091.04
1280,7456.83,8702.14,9718.11,10630.59,12049.34
1281,7496.27,8696.45,9735.21,10619.78,12012.76
1282,7478.53,8700.39,9742.17,10609.70,12022.08
1283,7445.34,8684.30,9754.44,10620.14,12033.43
1284,7483.36,8699.43,9767.61,10634.33,12020.98
1285,7487.77,8718.68,9780.52,10644.91,12022.89
1286,7512.01,8712.16,9778.86,10642.24,12017.94
1287,7525.67,8691.82,9778.98,10624.74,12026.64
1288,7513.17,8715.39,9784.02,10620.21,12039.01
1289,7515.58,8722.98,9778.01,10633.47,12057.21
1290,7520.61,8720.92,9798.10,10652.69,12090.47
1291,7528.39,8742.28,9795.92,10655.59,12066.95
1292,7562.97,8733.25,9798.66,10664.29,12088.59
1293,7582.95,8728.84,9804.58,10681.49,12118.31
1294,7562.49,8747.17,9793.82,10677.31,12112.65
1295,7557.14,8735.93,9796.11,10688.94,12113.38
1296,7563.25,8735.04,9800.42,10683.89,12114.03
1297,7597.02,8752.33,9789.33,10688.71,12124.97
1298,7555.59,8755.45,9811.56,10684.28,12107.28
1299,7569.42,8749.28,9821.17,10697.92,12122.66
1300,7555.32,8761.07,9814.26,10690.75,12150.21
1301,7548.28,8767.29,9829.25,10715.85,12120.94
1302,7540.86,8761.20,9811.84,10722.12,12149.72
1303,7542.95,8765.71,9817.59,10737.38,12131.01
1304,7572.61,8791.91,9815.65,10727.14,12144.51
1305,7579.91,8798.75,9822.72,10740.99,12152.76
1306,7551.74,8816.27,9827.05,10748.25,12172.15
1307,7558.06,8828.13,9834.57,10746.97,12179.90
1308,7596.82,8822.16,9843.63,10752.63,12175.26
1309,7580.77,8809.13,9846.48,10749.96,12169.69
1310,7596.60,8807.35,9843.07,10756.44,12200.48
1311,7586.65,8818.50,9829.50,10762.18,12211.54
1312,7590.25,8843.79,9842.00,10768.06,12209.93
1313,7584.56,8852.24,9856.93,10781.75,12207.99
1314,7587.10,8827.52,9866.81,10771.13,12225.60
1315,7597.45,8854.46,9873.74,10785.78,12208.63
1316,7606.67,8858.36,9876.22,10781.91,12216.00
1317,7603.59,8849.91,9876.36,10796.46,12242.45
1318,7630.31,8869.91,9873.78,10806.67,12221.09
1319,7620.83,8840.56,9867.84,10803.85,12241.20
1320,7639.10,8841.60,9870.47,10801.46,12219.33
1321,7618.44,8851.95,9871.10,10813.61,12243.70
1322,7655.34,8870.59,9890.92,10835.27,12263.79
1323,7669.36,8876.37,9888.12,10824.30,12230.50
1324,7662.40,8881.25,9893.38,10833.19,12224.08
1325,7646.66,8890.26,9881.14,10849.41,12263.04
1326,7686.72,8908.66,9880.63,10834.08,12213.38
1327,7663.11,8895.10,9871.43,10832.86,12234.94
1328,7699.82,8903.47,9884.30,10837.06,12273.19
1329,7695.82,8908.46,9892.63,10851.18,12261.01
1330,7665.22,8913.81,9894.70,10850.01,12262.24
1331,7671.16,8909.24,9894.68,10852.24,12261.20
1332,7704.71,8915.34,9896.86,10847.25,12297.19
1333,7688.55,8906.35,9904.33,10853.40,12267.24
1334,7694.60,8902.15,9904.28,10838.46,12299.07
1335,7678.92,8910.19,9895.14,10854.93,12290.40
1336,7644.01,8920.67,9900.54,10858.86,12322.56
1337,7663.81,8943.60,9905.22,10845.12,12310.84
1338,7687.34,8944.08,9905.05,10866.25,12322.08
1339,7677.06,8938.16,9913.77,10843.64,12357.34
1340,7649.79,8945.93,9917.72,10842.23,12365.21
1341,7664.33,8928.04,9928.67,10856.35,12357.16
1342,7650.97,8941.99,9939.17,10867.62,12396.73
1343,7670.38,8937.21,9951.89,10877.56,12368.82
1344,7681.14,8926.12,9950.38,10880.04,12405.42
1345,7656.81,8914.87,9957.49,10876.23,12405.00
1346,7710.10,8932.18,9968.13,10879.81,12416.44
1347,7679.06,8941.43,9957.36,10882.75,12424.82
1348,7666.89,8939.86,9962.86,10881.45,12461.48
1349,7638.87,8943.47,9955.68,10896.97,12427.13
1350,7645.41,8938.37,9965.19,10882.04,12445.34
1351,7639.34,8961.00,9974.30,10880.77,12426.45
1352,7667.17,8954.77,9986.90,10899.03,12464.10
1353,7638.01,8962.54,9989.63,10916.15,12480.53
1354,7672.50,8967.21,9994.88,10932.38,12469.98
1355,7711.07,8962.35,9992.55,10943.09,12444.55
1356,7707.40,8959.19,9990.70,10937.64,12439.10
1357,7704.86,8961.91,10008.28,10934.39,12459.77
1358,7692.39,8971.73,9994.52,10925.68,12417.69
1359,7701.35,8974.29,9998.06,10928.37,12456.49
1360,7706.32,8966.43,10007.27,10952.91,12422.49
1361,7706.17,8972.17,9997.48,10962.40,12449.91
1362,7707.98,8964.11,10012.26,10960.74,12424.44
1363,7703.55,8982.07,10018.58,10956.81,12460.01
1364,7725.71,8995.40,10016.89,10958.97,12428.13
1365,7725.62,9005.98,10014.44,10966.90,12448.38
1366,7704.23,8998.98,10025.22,10966.91,12484.37
1367,7725.16,8991.87,10033.24,10987.72,12448.15
1368,7713.27,9016.23,10035.22,11006.94,12480.43
1369,7684.67,9015.77,10035.85,10985.68,12449.26
1370,7724.84,9021.40,10038.08,10994.48,12484.08
1371,7700.15,9034.66,10035.03,10996.60,12517.56
1372,7702.17,9017.83,10053.89,11013.05,12477.46
1373,7691.37,9043.31,10060.74,11021.32,12503.90
1374,7699.14,9055.83,10033.75,11023.73,12477.12
1375,7688.14,9055.83,10043.31,11025.11,12502.01
1376,7716.65,9071.16,10034.08,11035.42,12477.32
1377,7735.26,9092.33,10038.86,11021.06,12474.68
1378,7716.30,9058.12,10044.33,11034.31,12485.73
1379,7737.54,9074.49,10059.34,11029.73,12500.74
1380,7772.10,9086.50,10066.81,11046.59,12492.03
1381,7732.45,9090.24,10067.57,11043.36,12498.97
1382,7753.94,9079.84,10069.78,11042.72,12489.17
1383,7728.89,9088.10,10084.90,11040.55,12485.32
1384,7750.56,9091.35,10075.57,11024.54,12505.54
1385,7787.74,9082.57,10070.06,11028.96,12530.00
1386,7793.65,9076.65,10077.41,11062.20,12522.43
1387,7812.58,9086.83,10067.32,11040.63,12482.62
1388,7834.80,9086.35,10082.39,11072.26,12517.99
1389,7803.22,9114.76,10092.89,11062.08,12524.91
1390,7837.02,9104.54,10069.60,11075.91,12514.87
1391,7822.20,9087.36,10090.02,11097.24,12509.72
1392,7833.70,9097.86,10089.50,11093.67,12517.28
1393,7821.62,9094.32,10087.80,11100.65,12522.06
1394,7844.57,9111.23,10119.25,11108.09,12561.79
1395,7834.09,9132.42,10113.16,11120.70,12554.06
1396,7832.36,9144.20,10116.89,11135.87,12565.69
1397,7858.14,9135.54,10122.37,11131.18,12558.16
1398,7853.19,9127.59,10127.27,11149.48,12561.20
1399,7835.58,9146.20,10130.76,11147.26,12549.46
1400,7854.09,9152.23,10150.99,11153.19,12586.32
1401,7857.05,9173.12,10152.17,11162.63,12625.93
1402,7829.88,9150.06,10181.07,11156.91,12662.71
1403,7862.44,9160.39,10169.78,11175.19,12619.24
1404,7897.53,9162.13,10189.71,11147.81,12591.33
1405,7861.21,9173.42,10180.07,11165.28,12591.37
1406,7838.35,9170.14,10184.66,11165.63,12630.50
1407,7833.26,9176.75,10170.15,11169.97,12613.38
1408,7804.06,9209.01,10187.50,11189.66,12614.63
1409,7843.08,9189.25,10175.82,11183.56,12623.40
1410,7834.22,9175.33,10187.50,11167.51,12654.21
1411,7845.32,9194.43,10186.56,11182.84,12685.44
1412,7826.36,9189.22,10197.54,11196.68,12653.58
1413,7866.76,9201.54,10192.20,11216.85,12683.57
1414,7882.49,9215.57,10187.18,11186.53,12674.83
1415,7862.83,9221.70,10211.26,11194.26,12683.23
1416,7886.41,9217.09,10207.74,11225.71,12662.70
1417,7868.03,9224.78,10214.80,11213.13,12689.79
1418,7906.00,9216.14,10214.90,11224.22,12674.29
1419,7887.30,9238.30,10221.92,11223.53,12687.97
1420,7886.61,9248.81,10237.89,11225.08,12672.56
1421,7855.50,9223.33,10225.21,11247.30,12694.15
1422,7889.91,9252.77,10214.82,11235.39,12669.88
1423,7929.37,9232.24,10225.31,11248.60,12706.63
1424,7888.28,9244.19,10240.80,11235.23,12746.02
1425,7927.66,9244.46,10239.09,11261.25,12743.04
1426,7898.89,9249.59,10255.47,11263.13,12752.40
1427,7929.91,9241.81,10250.04,11268.09,12777.72
1428,7888.46,9243.01,10274.66,11272.77,12800.79
1429,7895.14,9247.20,10286.43,11266.18,12783.86
1430,7915.04,9238.05,10276.12,11262.78,12783.07
1431,7949.79,9238.22,10284.31,11277.85,12783.56
1432,7896.66,9269.69,10273.16,11294.81,12795.40
1433,7928.73,9288.23,10291.36,11259.20,12833.41
1434,7908.85,9273.65,10289.16,11269.47,12820.42
1435,7920.93,9264.62,10302.82,11269.88,12816.29
1436,7921.08,9276.36,10296.54,11297.00,12849.49
1437,7908.28,9263.75,10306.39,11296.76,12831.23
1438,7881.41,9274.34,10303.48,11297.73,12831.60
1439,7920.79,9271.50,10304.39,11311.94,12852.38
1440,7939.45,9279.51,10302.32,11309.56,12840.14
1441,7939.93,9285.23,10307.96,11321.70,12849.77
1442,7928.82,9282.99,10309.04,11315.79,12835.88
1443,7929.58,9303.72,10303.29,11330.64,12828.10
1444,7948.76,9287.83,10323.09,11326.64,12866.04
1445,7907.60,9298.56,10301.78,11327.41,12831.62
1446,7948.14,9284.61,10325.76,11339.85,12848.48
1447,7954.93,9298.15,10321.69,11342.60,12879.60
1448,7931.50,9307.47,10318.54,11351.43,12861.72
1449,7950.49,9310.78,10333.30,11348.79,12902.71
1450,7941.79,9285.80,10321.23,11352.74,12924.54
1451,7951.97,9306.00,10339.11,11365.54,12899.77
1452,7967.95,9315.35,10333.41,11376.12,12863.23
1453,7963.61,9303.54,10338.85,11351.18,12896.33
1454,7919.60,9318.70,10328.58,11368.06,12878.68
1455,7950.23,9304.26,10345.88,11381.68,12893.74
1456,7963.87,9335.04,10353.01,11368.49,12908.67
1457,7971.96,9327.38,10350.43,11384.12,12885.18
1458,7962.90,9334.80,10368.64,11384.20,12862.92
1459,7984.40,9312.76,10350.69,11404.09,12886.17
1460,8001.23,9302.28,10379.22,11397.20,12890.71
1461,7998.17,9312.20,10360.59,11398.48,12883.75
1462,7994.52,9317.54,10367.82,11427.95,12902.07
1463,7997.93,9319.68,10376.85,11402.10,12879.72
1464,7996.56,9337.88,10382.90,11418.47,12917.19
1465,7985.43,9355.05,10359.33,11426.14,12893.65
1466,7984.96,9355.29,10385.87,11426.13,12916.69
1467,7984.37,9366.92,10375.46,11432.69,12886.21
1468,7984.34,9353.64,10395.42,11429.06,12911.24
1469,8008.84,9360.13,10401.86,11436.53,12902.03
1470,8019.80,9363.71,10420.29,11433.41,12909.04
1471,8025.48,9368.28,10417.40,11465.38,12917.48
1472,8018.82,9376.53,10422.32,11464.35,12918.95
1473,8022.98,9375.58,10416.99,11467.15,12917.75
1474,8019.31,9384.89,10435.86,11461.87,12939.37
1475,8002.61,9370.99,10421.96,11475.64,12945.33
1476,7986.20,9378.07,10431.47,11476.35,12922.75
1477,8025.06,9395.21,10429.62,11493.00,12943.21
#
# --- Summary Metrics ---
Metric,Value
Median Final Equity,$10429.62
5th Pct Final Equity,$8025.06
95th Pct Final Equity,$12943.21
Median Max Drawdown,11.07%
Worst-Case DD 95th,20.34%
Value at Risk 5pct,$-3025.06
Probability of Ruin,21.40%
Ruin Threshold,15%
